timestamp,latitude,longitude,accuracy_meters,satellite_count,hdop
2025-05-28 16:14:57.835425,37.774910236073886,-122.41943166827711,3.106680435948543,7,1.1986737842697583
2025-05-28 16:14:58.835425,37.774915534602755,-122.41938735572816,3.756110484398232,9,0.9203389394602602
2025-05-28 16:14:59.835425,37.77496105524784,-122.41937759784372,3.6575875322277263,7,0.934689223214205
2025-05-28 16:15:00.835425,37.77496652084043,-122.41935520059386,3.4000344219238676,7,1.2737097974272615
2025-05-28 16:15:01.835425,37.77495855884625,-122.41940503643241,10.571930307071167,8,1.050595129496794
2025-05-28 16:15:02.835425,37.7747156089487,-122.41918080464804,13.334187974559518,10,0.9217061520550632
2025-05-28 16:15:03.835425,37.77491411155217,-122.4193567868794,2.6897671040011564,9,1.0861343645545296
2025-05-28 16:15:04.835425,37.77495717488104,-122.41926889528644,3.689469353380001,11,0.8
2025-05-28 16:15:05.835425,37.774944599467624,-122.41938658885904,3.616014255445145,9,0.8777352333659602
2025-05-28 16:15:06.835425,37.77494000994688,-122.41938326037953,4.2398510307124635,11,0.9304253164265124
2025-05-28 16:15:07.835425,37.774918765288525,-122.41931863440693,4.321034906875257,11,0.8
2025-05-28 16:15:08.835425,37.77491163065283,-122.4192999851946,4.751929722225244,11,1.1258776798970525
2025-05-28 16:15:09.835425,37.7749207047913,-122.41924806018702,4.126483654663065,12,0.8
2025-05-28 16:15:10.835425,37.7749587857474,-122.4192175757827,5.839397010761212,12,0.8
2025-05-28 16:15:11.835425,37.77491873985669,-122.41921256816724,4.082473421121299,12,1.006329799909381
2025-05-28 16:15:12.835425,37.775020167927494,-122.41920944445255,4.6969610540893845,10,1.2110093143485328
2025-05-28 16:15:13.835425,37.77495739780284,-122.4192662656273,5.715983752499777,11,1.1650194020349163
2025-05-28 16:15:14.835425,37.774984859419355,-122.41929700073389,4.5017567688646105,11,0.977408634677365
2025-05-28 16:15:15.835425,37.775065186700495,-122.41929920424106,4.809592411545673,11,1.1269508102164043
2025-05-28 16:15:16.835425,37.77497327760474,-122.41924692033705,3.923991078761826,12,1.0231309183436759
2025-05-28 16:15:17.835425,37.774993224284735,-122.41932232501144,5.006008089323671,12,1.085640931692092
2025-05-28 16:15:18.835425,37.775003505793805,-122.41924811056329,5.284076606637067,12,0.8
2025-05-28 16:15:19.835425,37.77499494572889,-122.41924039010273,5.669167811624073,12,1.0789991034858775
2025-05-28 16:15:20.835425,37.77500242997369,-122.41920827398899,5.508864154893523,12,0.9463633241512324
2025-05-28 16:15:21.835425,37.775077000029725,-122.41914999727894,4.5618010364357895,10,0.9694694813968099
2025-05-28 16:15:22.835425,37.77502219223876,-122.41929599379033,5.278502782657706,12,0.9893748178011159
2025-05-28 16:15:23.835425,37.77507747800381,-122.41925072871075,4.218452070152466,12,0.9742906527730817
2025-05-28 16:15:24.835425,37.77503114703848,-122.41930009019914,5.393776183416258,11,0.8
2025-05-28 16:15:25.835425,37.775044521436165,-122.41929551311648,4.342447781465601,12,0.8884725781104835
2025-05-28 16:15:26.835425,37.77502933173805,-122.41930137308199,5.708464230375502,11,1.1169767055548
2025-05-28 16:15:27.835425,37.77504367416843,-122.41932148620076,5.0308035708304395,12,1.0093551585655693
2025-05-28 16:15:28.835425,37.77501449601716,-122.41931769400969,5.822129427509349,10,0.8
2025-05-28 16:15:29.835425,37.77512858014479,-122.41922624847953,4.394454632258683,12,0.8007619466658142
2025-05-28 16:15:30.835425,37.775115625138234,-122.4193233399281,4.6704146434150235,12,1.1399248992101612
2025-05-28 16:15:31.835425,37.77502758697033,-122.41919075385837,5.214469354520924,9,1.0560062515185777
2025-05-28 16:15:32.835425,37.77512680879352,-122.41922119452744,4.097190998246463,12,1.1377486158649983
2025-05-28 16:15:33.835425,37.775038215934586,-122.41929633673115,5.127812503112063,12,1.1391630187803767
2025-05-28 16:15:34.835425,37.775096601708874,-122.4192249358316,4.973476741481493,12,1.0698342306843118
2025-05-28 16:15:35.835425,37.77507582711942,-122.419292364075,4.5366833104526,12,0.8408021402531882
2025-05-28 16:15:36.835425,37.77510302191531,-122.41925107134196,4.9742879112829455,11,1.0687396439969832
2025-05-28 16:15:37.835425,37.77512797193927,-122.41938214360992,15.0,12,0.8297030343637821
2025-05-28 16:15:38.835425,37.77499155793087,-122.41920691301124,4.518321209075217,11,1.1905618504454873
2025-05-28 16:15:39.835425,37.775121945439196,-122.41926295469727,3.4577382683419513,10,0.8
2025-05-28 16:15:40.835425,37.775069130145575,-122.41920729682182,3.6277068107099426,11,0.9101408877717652
2025-05-28 16:15:41.835425,37.775120074528516,-122.41920619937504,4.632235930547607,10,1.096459683747248
2025-05-28 16:15:42.835425,37.77496252072221,-122.41936103352299,15.0,9,1.0387719718044823
2025-05-28 16:15:43.835425,37.77506011108327,-122.4193160667243,6.140328767953875,11,0.8816992734654296
2025-05-28 16:15:44.835425,37.7751266888452,-122.41907890279927,3.815621427763648,9,0.88044332931359
2025-05-28 16:15:45.835425,37.775071712021045,-122.41919698574168,3.834610148524481,10,0.8
2025-05-28 16:15:46.835425,37.775147710375606,-122.41913379694445,4.427731003919303,12,0.8
2025-05-28 16:15:47.835425,37.775102123193385,-122.41915337410441,4.999308724008163,10,1.004638851127637
2025-05-28 16:15:48.835425,37.77512511816264,-122.4192739938954,4.236330173751702,10,0.8444135069788987
2025-05-28 16:15:49.835425,37.77517473373233,-122.41918207416286,5.177390893138795,11,0.819996007350347
2025-05-28 16:15:50.835425,37.77514431239971,-122.41916274296639,3.5247054029348757,10,1.0409769101498119
2025-05-28 16:15:51.835425,37.77515351490332,-122.41917826399964,3.9970778911686717,10,1.2284519627621535
2025-05-28 16:15:52.835425,37.7751128137887,-122.41910445631666,4.303808919979744,11,1.0758417599329468
2025-05-28 16:15:53.835425,37.77527575047999,-122.4191606852438,4.464921237202516,10,1.0385929901032862
2025-05-28 16:15:54.835425,37.775222376046564,-122.41904488987048,15.0,11,0.8
2025-05-28 16:15:55.835425,37.77519155161655,-122.41914663500368,4.119707435316428,9,1.0770105074160554
2025-05-28 16:15:56.835425,37.77518112283829,-122.41911360016573,3.508469637464137,11,0.9316450361995505
2025-05-28 16:15:57.835425,37.77517976792221,-122.41911783976614,4.865045751936332,12,1.1012016328610543
2025-05-28 16:15:58.835425,37.775179265690035,-122.41908138018884,4.370092327441134,11,0.9061265021759148
2025-05-28 16:15:59.835425,37.77525361045948,-122.41911841518099,4.832086135771105,10,1.199661339680154
2025-05-28 16:16:00.835425,37.775238022140904,-122.41912552147845,5.7767109865312,11,0.8
2025-05-28 16:16:01.835425,37.77524709527521,-122.41899271289746,4.29169413366063,10,1.0054673666928897
2025-05-28 16:16:02.835425,37.775198764042955,-122.41895874077258,4.737130115203323,11,1.0863276152533348
2025-05-28 16:16:03.835425,37.77524022262768,-122.41904865257116,5.041311064095892,11,1.0571072203375182
2025-05-28 16:16:04.835425,37.77527262599457,-122.418950754663,4.7299945724139,10,1.0419493307995722
2025-05-28 16:16:05.835425,37.77528925113458,-122.41903219466542,3.725470755731654,10,1.0190869253448227
2025-05-28 16:16:06.835425,37.775244216948245,-122.41917194629143,4.1593647549936374,12,0.907306729410702
2025-05-28 16:16:07.835425,37.77527219749833,-122.41909654829162,5.01158604204972,10,0.8
2025-05-28 16:16:08.835425,37.7752660929697,-122.41892880055961,4.98197696427877,11,0.8883397081766173
2025-05-28 16:16:09.835425,37.77525933315955,-122.4190206674758,3.9153974911004896,10,0.990820722033185
2025-05-28 16:16:10.835425,37.77516004131223,-122.4190405974868,5.798819431274805,10,1.049409377005099
2025-05-28 16:16:11.835425,37.775287211012404,-122.41899384033445,5.594553988988954,12,0.8
2025-05-28 16:16:12.835425,37.77525684304092,-122.41897319818716,5.679154081437429,10,0.9457834138840723
2025-05-28 16:16:13.835425,37.7753217800851,-122.41897499384977,4.773073402611032,12,0.8119843672287346
2025-05-28 16:16:14.835425,37.77530557969616,-122.4190487300108,6.2667672180174465,8,0.9497824870548306
2025-05-28 16:16:15.835425,37.775298272899825,-122.41891960477444,4.8948194445280215,12,0.8324363428001291
2025-05-28 16:16:16.835425,37.77530549208868,-122.41888216618004,5.37417033871618,10,1.1292954386374159
2025-05-28 16:16:17.835425,37.775333629948264,-122.41896098038076,4.396496961697188,9,0.9840703719895447
2025-05-28 16:16:18.835425,37.77525587679755,-122.41892220108161,5.198095121867575,11,1.2009185619745737
2025-05-28 16:16:19.835425,37.77531040407722,-122.41885013343698,5.704621293821765,11,0.9562604542055926
2025-05-28 16:16:20.835425,37.77516803095019,-122.41876339412606,14.103577373834336,9,0.8707604035437948
2025-05-28 16:16:21.835425,37.775354253520995,-122.41875345209027,4.418729283790374,11,1.1239236891408548
2025-05-28 16:16:22.835425,37.77531039686768,-122.41893062413922,3.888706317413912,11,0.964208673816222
2025-05-28 16:16:23.835425,37.77535371692918,-122.41893700031694,5.748429752903097,10,1.2163045678337578
2025-05-28 16:16:24.835425,37.77530778166175,-122.41893868946076,4.036436865791761,11,1.1714086693210426
2025-05-28 16:16:25.835425,37.775431699591756,-122.4188824414453,3.6818318559327823,10,1.0141432875583858
2025-05-28 16:16:26.835425,37.775366173133484,-122.41879202394438,5.632227155187208,10,1.0902759476722945
2025-05-28 16:16:27.835425,37.77536359471886,-122.41894124123294,3.6495951808223763,8,1.2789127504882276
2025-05-28 16:16:28.835425,37.775352206840864,-122.41890632251878,3.1824813432794925,10,0.8826945548139713
2025-05-28 16:16:29.835425,37.77538896304809,-122.41885081457956,5.410800045124399,9,0.85467875899443
2025-05-28 16:16:30.835425,37.775362408512215,-122.41896577553148,4.351333746914187,11,1.1130420015837874
2025-05-28 16:16:31.835425,37.77535911682351,-122.41895479733618,4.798929349714652,8,1.1816122444874868
2025-05-28 16:16:32.835425,37.775396008132205,-122.41889010389593,4.177463768668903,9,1.0275740681823786
2025-05-28 16:16:33.835425,37.7753308961021,-122.41886237803217,4.90977239715322,9,0.890908320646838
2025-05-28 16:16:34.835425,37.77534756276161,-122.4188141548342,4.144340929582892,9,0.879261599313071
2025-05-28 16:16:35.835425,37.77526885542942,-122.4188183444791,4.471258506290035,8,1.1710245302962161
2025-05-28 16:16:36.835425,37.77533583178459,-122.41880105007218,2.5871699878316323,9,1.0964461912411538
2025-05-28 16:16:37.835425,37.7753360634956,-122.41875922841558,3.920632486518138,10,0.9328008389602567
2025-05-28 16:16:38.835425,37.77538889730568,-122.41878755674303,3.3722124315976605,8,0.9383490084514062
2025-05-28 16:16:39.835425,37.77538500338747,-122.41876698230732,3.131205874414153,7,0.9985698940910659
2025-05-28 16:16:40.835425,37.77532690789523,-122.41882355984536,3.441395348574075,8,1.211768112113995
2025-05-28 16:16:41.835425,37.775262204784994,-122.41886027937794,10.295274560055846,8,1.3445568110196837
2025-05-28 16:16:42.835425,37.77538353365121,-122.418719439642,4.3012905600481846,8,1.0763532752597211
2025-05-28 16:16:43.835425,37.77541790147296,-122.41869724767108,3.382656133949121,9,0.8094526752314242
2025-05-28 16:16:44.835425,37.77539569674902,-122.41872325437532,2.845824461609814,7,1.4106623742594429
2025-05-28 16:16:45.835425,37.77536529929502,-122.41872494072479,5.224655128194393,6,1.3961112432708298
2025-05-28 16:16:46.835425,37.77543086533971,-122.41867626428922,3.6717053965140605,10,1.1800811790153507
2025-05-28 16:16:47.835425,37.7754074622015,-122.41866721240787,3.894553046900325,11,0.8437684703767361
2025-05-28 16:16:48.835425,37.77533041066978,-122.41867895169167,4.263861914191862,11,0.9908367900780939
2025-05-28 16:16:49.835425,37.775397697885964,-122.41874525277048,3.194596879173681,9,0.8121655259849051
2025-05-28 16:16:50.835425,37.77543928926724,-122.41867277785535,3.256474374121234,8,0.9251781472770011
2025-05-28 16:16:51.835425,37.77543497771478,-122.41866660330464,3.6932558662380286,11,0.952229400499766
2025-05-28 16:16:52.835425,37.77547205657963,-122.41872969057674,4.1191744883885075,10,1.2424323953998297
2025-05-28 16:16:53.835425,37.77545730435368,-122.41870371115576,3.438252785781925,10,1.0000027426050233
2025-05-28 16:16:54.835425,37.7755205921717,-122.41867688280458,4.640461998195332,10,0.8624847688395623
2025-05-28 16:16:55.835425,37.77550989029467,-122.41865813648938,3.6955619689577857,10,1.1068634604423286
2025-05-28 16:16:56.835425,37.775540873285,-122.41861602653188,4.074894846667139,11,0.8432198868647903
2025-05-28 16:16:57.835425,37.775537397355926,-122.4186696222736,4.153143005490025,11,1.0034554568645389
2025-05-28 16:16:58.835425,37.77557698710575,-122.41860413400471,5.378670601771378,11,0.928678736010566
2025-05-28 16:16:59.835425,37.77545890129567,-122.41852125758648,5.013269724696511,12,0.9247338291330228
2025-05-28 16:17:00.835425,37.77553347630482,-122.41865602610127,3.424779409504171,12,1.0183784905435431
2025-05-28 16:17:01.835425,37.7754850502268,-122.41866981207333,6.734432081226032,12,1.0237269198438255
2025-05-28 16:17:02.835425,37.77552602462236,-122.41875301271847,6.193583925114504,12,0.9201707114313655
2025-05-28 16:17:03.835425,37.77555049155293,-122.41866544972807,5.824278639859395,12,0.9511383706982585
2025-05-28 16:17:04.835425,37.775507761747306,-122.41857877551642,5.8240635464544175,12,0.92679815667238
2025-05-28 16:17:05.835425,37.775692310036376,-122.4187079514222,7.234404698491073,12,0.8818489069746539
2025-05-28 16:17:06.835425,37.77554477794764,-122.4186463038465,6.803137338076012,12,0.8
2025-05-28 16:17:07.835425,37.775551159211744,-122.4186318183008,5.7988464223107465,12,1.0850882378818905
2025-05-28 16:17:08.835425,37.775665515019334,-122.41870019929117,6.8725392829501,12,0.9931739201768304
2025-05-28 16:17:09.835425,37.77559704828562,-122.41860925613827,7.291951090065877,12,0.8042377546492047
2025-05-28 16:17:10.835425,37.775565710949984,-122.41835585586955,15.0,12,0.9748826686554977
2025-05-28 16:17:11.835425,37.77560168904176,-122.41859571775046,6.111911050404232,12,0.8
